Date,Product,Production_quantity,Mesurement_unit
2019-07-09,Beer,1655.081911,Liters
2019-07-10,Beer,2316.601861,Liters
2019-07-11,Beer,1944.088354,Liters
2019-07-12,Beer,1538.425942,Liters
2019-07-13,Beer,1986.14982,Liters
2019-07-14,Beer,1972.232146,Liters
2019-07-15,Beer,2052.506664,Liters
2019-07-16,Beer,1548.532938,Liters
2019-07-17,Beer,1060.207685,Liters
2019-07-18,Beer,1539.428255,Liters
2019-07-19,Beer,1156.792732,Liters
2019-07-20,Beer,1595.245592,Liters
2019-07-21,Beer,2250.145606,Liters
2019-07-22,Beer,1432.242397,Liters
2019-07-23,Beer,2183.682479,Liters
2019-07-24,Beer,1621.409771,Liters
2019-07-25,Beer,1371.669647,Liters
2019-07-26,Beer,1351.971518,Liters
2019-07-27,Beer,1509.953214,Liters
2019-07-28,Beer,1272.67829,Liters
2019-07-29,Beer,1289.276857,Liters
2019-07-30,Beer,2079.398756,Liters
2019-07-31,Beer,1323.289257,Liters
2019-08-01,Beer,1273.306989,Liters
2019-08-02,Beer,2023.185516,Liters
2019-08-03,Beer,1291.800576,Liters
2019-08-04,Beer,1856.065758,Liters
2019-08-05,Beer,1536.520956,Liters
2019-08-06,Beer,1581.046924,Liters
2019-08-07,Beer,1039.661749,Liters
2019-08-08,Beer,1871.351602,Liters
2019-08-09,Beer,2023.666541,Liters
2019-08-10,Beer,2256.756709,Liters
2019-08-11,Beer,1810.416195,Liters
2019-08-12,Beer,2114.771075,Liters
2019-08-13,Beer,1175.187402,Liters
2019-08-14,Beer,2036.82432,Liters
2019-08-15,Beer,1414.931678,Liters
2019-08-16,Beer,1409.331476,Liters
2019-08-17,Beer,1286.436806,Liters
2019-08-18,Beer,1637.6478,Liters
2019-08-19,Beer,1784.818652,Liters
2019-08-20,Beer,1475.241667,Liters
2019-08-21,Beer,1753.256785,Liters
2019-08-22,Beer,1721.174235,Liters
2019-08-23,Beer,1810.54141,Liters
2019-08-24,Beer,1145.330198,Liters
2019-08-25,Beer,2146.308674,Liters
2019-08-26,Beer,1349.010938,Liters
2019-08-27,Beer,2019.61646,Liters
2019-08-28,Beer,1698.229105,Liters
2019-08-29,Beer,1850.167448,Liters
2019-08-30,Beer,2082.173374,Liters
2019-08-31,Beer,1509.134831,Liters
2019-09-01,Beer,1022.298181,Liters
2019-09-02,Beer,1456.026882,Liters
2019-09-03,Beer,1130.873783,Liters
2019-09-04,Beer,1222.216458,Liters
2019-09-05,Beer,1096.748568,Liters
2019-09-06,Beer,1387.686691,Liters
2019-09-07,Beer,1344.601051,Liters
2019-09-08,Beer,1061.401666,Liters
2019-09-09,Beer,2243.869036,Liters
2019-09-10,Beer,1445.289191,Liters
2019-09-11,Beer,1998.490546,Liters
2019-09-12,Beer,2109.018427,Liters
2019-09-13,Beer,1291.351372,Liters
2019-09-14,Beer,1416.794084,Liters
2019-09-15,Beer,1128.711035,Liters
2019-09-16,Beer,1338.782054,Liters
2019-09-17,Beer,2201.333111,Liters
2019-09-18,Beer,1054.305568,Liters
2019-09-19,Beer,1726.764161,Liters
2019-09-20,Beer,1096.299049,Liters
2019-09-21,Beer,2075.630609,Liters
2019-09-22,Beer,1600.168561,Liters
2019-09-23,Beer,1195.814005,Liters
2019-09-24,Beer,1188.618966,Liters
2019-09-25,Beer,1107.881651,Liters
2019-09-26,Beer,1453.794289,Liters
2019-09-27,Beer,2104.474373,Liters
2019-09-28,Beer,1484.387456,Liters
2019-09-29,Beer,2224.445343,Liters
2019-09-30,Beer,2322.145043,Liters
2019-10-01,Beer,1361.427551,Liters
2019-10-02,Beer,1043.791041,Liters
2019-10-03,Beer,1630.861854,Liters
2019-10-04,Beer,1839.225939,Liters
2019-10-05,Beer,1563.354353,Liters
2019-10-06,Beer,1498.827481,Liters
2019-10-07,Beer,1380.470382,Liters
2019-10-08,Beer,2080.109681,Liters
2019-10-09,Beer,1658.467047,Liters
2019-10-10,Beer,2183.434654,Liters
2019-10-11,Beer,1195.438398,Liters
2019-10-12,Beer,2324.774216,Liters
2019-10-13,Beer,1335.781154,Liters
2019-10-14,Beer,1642.119701,Liters
2019-10-15,Beer,1935.902469,Liters
2019-10-16,Beer,2227.292054,Liters
2019-10-17,Beer,1374.797283,Liters
2019-10-18,Beer,1389.322272,Liters
2019-10-19,Beer,1133.185508,Liters
2019-10-20,Beer,1693.279757,Liters
2019-10-21,Beer,2234.720336,Liters
2019-10-22,Beer,1967.072309,Liters
2019-10-23,Beer,2279.820316,Liters
2019-10-24,Beer,2264.215637,Liters
2019-10-25,Beer,2327.716145,Liters
2019-10-26,Beer,2074.541938,Liters
2019-10-27,Beer,2199.321994,Liters
2019-10-28,Beer,1562.462295,Liters
2019-10-29,Beer,1991.732965,Liters
2019-10-30,Beer,2080.368126,Liters
2019-10-31,Beer,1396.742081,Liters
2019-11-01,Beer,1978.713357,Liters
2019-11-02,Beer,1343.208383,Liters
2019-11-03,Beer,2056.137179,Liters
2019-11-04,Beer,2319.169954,Liters
2019-11-05,Beer,2154.47379,Liters
2019-11-06,Beer,1560.815857,Liters
2019-11-07,Beer,1620.876973,Liters
2019-11-08,Beer,2214.021888,Liters
2019-11-09,Beer,2273.308772,Liters
2019-11-10,Beer,2124.794841,Liters
2019-11-11,Beer,1485.639765,Liters
2019-11-12,Beer,1590.990115,Liters
2019-11-13,Beer,1816.465772,Liters
2019-11-14,Beer,1592.056442,Liters
2019-11-15,Beer,2008.330466,Liters
2019-11-16,Beer,1306.298742,Liters
2019-11-17,Beer,1478.95215,Liters
2019-11-18,Beer,1432.24449,Liters
2019-11-19,Beer,2275.127892,Liters
2019-11-20,Beer,2193.817707,Liters
2019-11-21,Beer,1794.365231,Liters
2019-11-22,Beer,1143.615574,Liters
2019-11-23,Beer,1052.731226,Liters
2019-11-24,Beer,2196.199516,Liters
2019-11-25,Beer,1980.448837,Liters
2019-11-26,Beer,2179.752021,Liters
2019-11-27,Beer,1623.149628,Liters
2019-11-28,Beer,2146.786327,Liters
2019-11-29,Beer,1999.138632,Liters
2019-11-30,Beer,1563.012646,Liters
2019-12-01,Beer,2065.488641,Liters
2019-12-02,Beer,1277.413652,Liters
2019-12-03,Beer,1007.700618,Liters
2019-12-04,Beer,2219.492695,Liters
2019-12-05,Beer,2107.7171,Liters
2019-12-06,Beer,1956.470072,Liters
2019-12-07,Beer,1646.838779,Liters
2019-12-08,Beer,2196.586883,Liters
2019-12-09,Beer,2074.67086,Liters
2019-12-10,Beer,1412.557628,Liters
2019-12-11,Beer,1048.253815,Liters
2019-12-12,Beer,1463.350334,Liters
2019-12-13,Beer,1596.921453,Liters
2019-12-14,Beer,1138.25997,Liters
2019-12-15,Beer,1221.958814,Liters
2019-12-16,Beer,1718.897709,Liters
2019-12-17,Beer,1904.105435,Liters
2019-12-18,Beer,1137.198257,Liters
2019-12-19,Beer,1562.738688,Liters
2019-12-20,Beer,2141.127129,Liters
2019-12-21,Beer,1166.629496,Liters
2019-12-22,Beer,1971.666571,Liters
2019-12-23,Beer,1539.331608,Liters
2019-12-24,Beer,2145.858401,Liters
2019-12-25,Beer,1793.819184,Liters
2019-12-26,Beer,1565.869971,Liters
2019-12-27,Beer,1368.844296,Liters
2019-12-28,Beer,1563.353507,Liters
2019-12-29,Beer,1303.017927,Liters
2019-12-30,Beer,1878.211353,Liters
2019-12-31,Beer,2048.153064,Liters
2020-01-01,Beer,1636.929619,Liters
2020-01-02,Beer,1546.572623,Liters
2020-01-03,Beer,1312.144589,Liters
2020-01-04,Beer,1765.029753,Liters
2020-01-05,Beer,2258.125022,Liters
2020-01-06,Beer,1158.254565,Liters
2020-01-07,Beer,1106.569556,Liters
2020-01-08,Beer,1933.139727,Liters
2020-01-09,Beer,1757.842233,Liters
2020-01-10,Beer,1662.716093,Liters
2020-01-11,Beer,2031.727346,Liters
2020-01-12,Beer,1036.655668,Liters
2020-01-13,Beer,1346.963505,Liters
2020-01-14,Beer,2096.903052,Liters
2020-01-15,Beer,1344.926431,Liters
2020-01-16,Beer,1624.0585,Liters
2020-01-17,Beer,1236.822539,Liters
2020-01-18,Beer,1490.523445,Liters
2020-01-19,Beer,1688.203008,Liters
2020-01-20,Beer,1934.981034,Liters
2020-01-21,Beer,1060.796509,Liters
2020-01-22,Beer,1766.407033,Liters
2020-01-23,Beer,1124.216334,Liters
2020-01-24,Beer,1148.725145,Liters
2020-01-25,Beer,1820.385098,Liters
2020-01-26,Beer,2172.562835,Liters
2020-01-27,Beer,1614.317875,Liters
2020-01-28,Beer,1654.15798,Liters
2020-01-29,Beer,1579.751604,Liters
2020-01-30,Beer,1751.054656,Liters
2020-01-31,Beer,1402.551946,Liters
2020-02-01,Beer,1045.609744,Liters
2020-02-02,Beer,1911.885682,Liters
2020-02-03,Beer,1720.962766,Liters
2020-02-04,Beer,1783.460057,Liters
2020-02-05,Beer,1680.133061,Liters
2020-02-06,Beer,1831.569361,Liters
2020-02-07,Beer,1930.225648,Liters
2020-02-08,Beer,2117.597885,Liters
2020-02-09,Beer,1095.376879,Liters
2020-02-10,Beer,2320.349965,Liters
2020-02-11,Beer,1751.115774,Liters
2020-02-12,Beer,1590.079493,Liters
2020-02-13,Beer,1365.262194,Liters
2020-02-14,Beer,2289.159701,Liters
2020-02-15,Beer,1959.859246,Liters
2020-02-16,Beer,1751.633554,Liters
2020-02-17,Beer,1549.919818,Liters
2020-02-18,Beer,1777.210989,Liters
2020-02-19,Beer,1582.144352,Liters
2020-02-20,Beer,2288.197868,Liters
2020-02-21,Beer,1504.052048,Liters
2020-02-22,Beer,1905.619967,Liters
2020-02-23,Beer,1421.912181,Liters
2020-02-24,Beer,1871.561243,Liters
2020-02-25,Beer,1462.74971,Liters
2020-02-26,Beer,2264.578927,Liters
2020-02-27,Beer,1974.935767,Liters
2020-02-28,Beer,1856.568539,Liters
2020-02-29,Beer,2056.462255,Liters
2020-03-01,Beer,1659.114625,Liters
2020-03-02,Beer,1475.32726,Liters
2020-03-03,Beer,1071.131646,Liters
2020-03-04,Beer,2161.59657,Liters
2020-03-05,Beer,1848.961734,Liters
2020-03-06,Beer,1029.59981,Liters
2020-03-07,Beer,1365.582598,Liters
2020-03-08,Beer,1291.585012,Liters
2020-03-09,Beer,1015.533964,Liters
2020-03-10,Beer,1266.681472,Liters
2020-03-11,Beer,1726.703574,Liters
2020-03-12,Beer,1985.720219,Liters
2020-03-13,Beer,2199.721981,Liters
2020-03-14,Beer,1005.763383,Liters
2020-03-15,Beer,1380.637275,Liters
2020-03-16,Beer,2084.381141,Liters
2020-03-17,Beer,2316.561196,Liters
2020-03-18,Beer,1308.416697,Liters
2020-03-19,Beer,1955.028441,Liters
2020-03-20,Beer,1298.95224,Liters
2020-03-21,Beer,1278.886205,Liters
2020-03-22,Beer,2138.580328,Liters
2020-03-23,Beer,1256.214807,Liters
2020-03-24,Beer,1953.739909,Liters
2020-03-25,Beer,1113.168895,Liters
2020-03-26,Beer,1590.701188,Liters
2020-03-27,Beer,1339.211378,Liters
2020-03-28,Beer,1601.368383,Liters
2020-03-29,Beer,1694.311574,Liters
2020-03-30,Beer,1345.598957,Liters
2020-03-31,Beer,2277.240848,Liters
2020-04-01,Beer,1194.321302,Liters
2020-04-02,Beer,1441.189288,Liters
2020-04-03,Beer,1497.14746,Liters
2020-04-04,Beer,2204.982877,Liters
2020-04-05,Beer,1550.299971,Liters
2020-04-06,Beer,1798.534816,Liters
2020-04-07,Beer,2245.860931,Liters
2020-04-08,Beer,1364.560264,Liters
2020-04-09,Beer,1991.479546,Liters
2020-04-10,Beer,1740.1387,Liters
2020-04-11,Beer,1328.580051,Liters
2020-04-12,Beer,1460.179687,Liters
2020-04-13,Beer,1895.613951,Liters
2020-04-14,Beer,1068.670087,Liters
2020-04-15,Beer,1551.633842,Liters
2020-04-16,Beer,2322.630947,Liters
2020-04-17,Beer,1967.499212,Liters
2020-04-18,Beer,1814.059915,Liters
2020-04-19,Beer,1565.36422,Liters
2020-04-20,Beer,2168.643028,Liters
2020-04-21,Beer,1961.038791,Liters
2020-04-22,Beer,1074.485625,Liters
2020-04-23,Beer,2299.160992,Liters
2020-04-24,Beer,1089.481078,Liters
2020-04-25,Beer,2237.542266,Liters
2020-04-26,Beer,1250.776132,Liters
2020-04-27,Beer,1940.064975,Liters
2020-04-28,Beer,1258.828777,Liters
2020-04-29,Beer,1529.182507,Liters
2020-04-30,Beer,1892.787571,Liters
2020-05-01,Beer,1368.737419,Liters
2020-05-02,Beer,1066.75887,Liters
2020-05-03,Beer,1710.988415,Liters
2020-05-04,Beer,1203.380107,Liters
2020-05-05,Beer,2194.101415,Liters
2020-05-06,Beer,1342.978301,Liters
2020-05-07,Beer,1316.974966,Liters
2020-05-08,Beer,2298.862486,Liters
2020-05-09,Beer,1139.41557,Liters
2020-05-10,Beer,1561.589403,Liters
2020-05-11,Beer,1092.686788,Liters
2020-05-12,Beer,1295.119538,Liters
2020-05-13,Beer,2245.653999,Liters
2020-05-14,Beer,1772.223329,Liters
2020-05-15,Beer,1738.215534,Liters
2020-05-16,Beer,1553.474594,Liters
2020-05-17,Beer,1677.306111,Liters
2020-05-18,Beer,2059.662037,Liters
2020-05-19,Beer,2143.148129,Liters
2020-05-20,Beer,1846.496965,Liters
2020-05-21,Beer,2022.573186,Liters
2020-05-22,Beer,2291.560941,Liters
2020-05-23,Beer,1542.419478,Liters
2020-05-24,Beer,1882.388469,Liters
2020-05-25,Beer,1778.756661,Liters
2020-05-26,Beer,1327.043426,Liters
2020-05-27,Beer,1476.382552,Liters
2020-05-28,Beer,2276.004297,Liters
2020-05-29,Beer,1197.632594,Liters
2020-05-30,Beer,1842.990139,Liters
2020-05-31,Beer,1562.347047,Liters
2020-06-01,Beer,1315.434207,Liters
2020-06-02,Beer,1002.376187,Liters
2020-06-03,Beer,1324.922642,Liters
2020-06-04,Beer,1899.908734,Liters
2020-06-05,Beer,2103.852985,Liters
2020-06-06,Beer,1194.722477,Liters
2020-06-07,Beer,1579.64786,Liters
2020-06-08,Beer,1943.122548,Liters
2020-06-09,Beer,1843.112189,Liters
2020-06-10,Beer,1465.269616,Liters
2020-06-11,Beer,1273.599565,Liters
2020-06-12,Beer,1821.431042,Liters
2020-06-13,Beer,2287.448866,Liters
2020-06-14,Beer,1398.939526,Liters
2020-06-15,Beer,2175.283069,Liters
2020-06-16,Beer,1351.780867,Liters
2020-06-17,Beer,1492.551357,Liters
2020-06-18,Beer,1507.72974,Liters
2020-06-19,Beer,1664.620162,Liters
2020-06-20,Beer,1298.189263,Liters
2020-06-21,Beer,1274.13879,Liters
2020-06-22,Beer,1692.902875,Liters
2020-06-23,Beer,2052.541699,Liters
2020-06-24,Beer,1799.916024,Liters
2020-06-25,Beer,2185.970255,Liters
2020-06-26,Beer,1131.095254,Liters
2020-06-27,Beer,2094.653335,Liters
2020-06-28,Beer,2317.47769,Liters
2020-06-29,Beer,1730.49037,Liters
2020-06-30,Beer,1989.127824,Liters
2020-07-01,Beer,1051.418614,Liters
2020-07-02,Beer,1804.321064,Liters
2020-07-03,Beer,1923.443068,Liters
2020-07-04,Beer,1141.221549,Liters
2020-07-05,Beer,2286.913304,Liters
2020-07-06,Beer,1537.791997,Liters
2020-07-07,Beer,1758.435611,Liters
2020-07-08,Beer,1046.081851,Liters
2020-07-09,Beer,1764.277259,Liters
2020-07-10,Beer,1013.755743,Liters
2020-07-11,Beer,1282.41547,Liters
2020-07-12,Beer,1661.547363,Liters
2020-07-13,Beer,1685.341295,Liters
2020-07-14,Beer,1294.68454,Liters
2020-07-15,Beer,1768.997436,Liters
2020-07-16,Beer,1034.691228,Liters
2020-07-17,Beer,1234.506343,Liters
2020-07-18,Beer,1032.067863,Liters
2020-07-19,Beer,2226.921592,Liters
2020-07-20,Beer,1273.058346,Liters
2020-07-21,Beer,2007.434661,Liters
2020-07-22,Beer,1204.686597,Liters
2020-07-23,Beer,2172.614152,Liters
2020-07-24,Beer,1613.32461,Liters
2020-07-25,Beer,1910.999323,Liters
2020-07-26,Beer,1421.385858,Liters
2020-07-27,Beer,1220.759467,Liters
2020-07-28,Beer,1170.498405,Liters
2020-07-29,Beer,1288.073888,Liters
2020-07-30,Beer,1363.245308,Liters
2020-07-31,Beer,1513.285769,Liters
2020-08-01,Beer,1969.49199,Liters
2020-08-02,Beer,1767.022928,Liters
2020-08-03,Beer,1083.062513,Liters
2020-08-04,Beer,1327.384277,Liters
2020-08-05,Beer,2228.46994,Liters
2020-08-06,Beer,2173.959409,Liters
2020-08-07,Beer,1771.395332,Liters
2020-08-08,Beer,1284.678623,Liters
2020-08-09,Beer,1161.377276,Liters
2020-08-10,Beer,1121.329555,Liters
2020-08-11,Beer,1499.213297,Liters
2020-08-12,Beer,1586.604083,Liters
2020-08-13,Beer,1833.571214,Liters
2020-08-14,Beer,1470.395579,Liters
2020-08-15,Beer,1384.472775,Liters
2020-08-16,Beer,1132.107842,Liters
2020-08-17,Beer,2253.983737,Liters
2020-08-18,Beer,1833.196444,Liters
2020-08-19,Beer,1692.265548,Liters
2020-08-20,Beer,1080.645166,Liters
2020-08-21,Beer,1941.012435,Liters
2020-08-22,Beer,2156.725888,Liters
2020-08-23,Beer,1066.364002,Liters
2020-08-24,Beer,2220.832188,Liters
2020-08-25,Beer,2052.958448,Liters
2020-08-26,Beer,1571.789171,Liters
2020-08-27,Beer,1070.559793,Liters
2020-08-28,Beer,1064.839804,Liters
2020-08-29,Beer,1949.61934,Liters
2020-08-30,Beer,1724.688724,Liters
2020-08-31,Beer,1084.872703,Liters
2020-09-01,Beer,1787.245259,Liters
2020-09-02,Beer,1991.42311,Liters
2020-09-03,Beer,2057.376936,Liters
2020-09-04,Beer,1111.896342,Liters
2020-09-05,Beer,1236.031045,Liters
2020-09-06,Beer,1688.464392,Liters
2020-09-07,Beer,2231.046511,Liters
2020-09-08,Beer,1213.975029,Liters
2020-09-09,Beer,1418.247826,Liters
2020-09-10,Beer,2190.153644,Liters
2020-09-11,Beer,2254.270421,Liters
2020-09-12,Beer,1973.200473,Liters
2020-09-13,Beer,1461.952919,Liters
2020-09-14,Beer,1518.608956,Liters
2020-09-15,Beer,1972.850771,Liters
2020-09-16,Beer,1842.570897,Liters
2020-09-17,Beer,2179.277565,Liters
2020-09-18,Beer,2058.357828,Liters
2020-09-19,Beer,1214.826194,Liters
2020-09-20,Beer,1445.12634,Liters
2020-09-21,Beer,1880.675042,Liters
2020-09-22,Beer,1964.337091,Liters
2020-09-23,Beer,1587.784933,Liters
2020-09-24,Beer,2217.508882,Liters
2020-09-25,Beer,2277.929816,Liters
2020-09-26,Beer,2220.334936,Liters
2020-09-27,Beer,1937.802487,Liters
2020-09-28,Beer,1924.570275,Liters
2020-09-29,Beer,2287.281731,Liters
2020-09-30,Beer,2110.038366,Liters
2020-10-01,Beer,1036.364407,Liters
2020-10-02,Beer,1085.737711,Liters
2020-10-03,Beer,2259.866639,Liters
2020-10-04,Beer,1383.593015,Liters
2020-10-05,Beer,1270.307845,Liters
2020-10-06,Beer,2323.237342,Liters
2020-10-07,Beer,2042.489271,Liters
2020-10-08,Beer,1680.011927,Liters
2020-10-09,Beer,2175.158616,Liters
2020-10-10,Beer,2276.026099,Liters
2020-10-11,Beer,1463.326442,Liters
2020-10-12,Beer,1905.18427,Liters
2020-10-13,Beer,1335.970564,Liters
2020-10-14,Beer,1827.318628,Liters
2020-10-15,Beer,1844.243797,Liters
2020-10-16,Beer,1606.839727,Liters
2020-10-17,Beer,1213.470904,Liters
2020-10-18,Beer,2249.573562,Liters
2020-10-19,Beer,2276.968852,Liters
2020-10-20,Beer,2204.05317,Liters
2020-10-21,Beer,1023.891928,Liters
2020-10-22,Beer,1012.431199,Liters
2020-10-23,Beer,2310.956499,Liters
2020-10-24,Beer,1632.729137,Liters
2020-10-25,Beer,1300.857926,Liters
2020-10-26,Beer,1898.781435,Liters
2020-10-27,Beer,1770.166597,Liters
2020-10-28,Beer,2138.124919,Liters
2020-10-29,Beer,1276.749817,Liters
2020-10-30,Beer,1279.83063,Liters
2020-10-31,Beer,1925.054747,Liters
2020-11-01,Beer,1069.04073,Liters
2020-11-02,Beer,1813.956948,Liters
2020-11-03,Beer,1275.503497,Liters
2020-11-04,Beer,1047.957144,Liters
2020-11-05,Beer,1133.576466,Liters
2020-11-06,Beer,1167.692048,Liters
2020-11-07,Beer,1901.472935,Liters
2020-11-08,Beer,2221.130891,Liters
2020-11-09,Beer,1704.339741,Liters
2020-11-10,Beer,1072.069816,Liters
2020-11-11,Beer,1982.992781,Liters
2020-11-12,Beer,1350.857529,Liters
2020-11-13,Beer,1762.493356,Liters
2020-11-14,Beer,1955.273673,Liters
2020-11-15,Beer,1514.997183,Liters
2020-11-16,Beer,1198.292593,Liters
2020-11-17,Beer,1265.297374,Liters
2020-11-18,Beer,1966.166592,Liters
2020-11-19,Beer,1110.976648,Liters
2020-11-20,Beer,1112.227086,Liters
2020-11-21,Beer,1818.454435,Liters
2020-11-22,Beer,2056.26884,Liters
2020-11-23,Beer,2183.023556,Liters
2020-11-24,Beer,1757.998578,Liters
2020-11-25,Beer,2024.242914,Liters
2020-11-26,Beer,1331.896399,Liters
2020-11-27,Beer,1193.481334,Liters
2020-11-28,Beer,1313.408935,Liters
2020-11-29,Beer,1541.033407,Liters
2020-11-30,Beer,1020.092703,Liters
2020-12-01,Beer,1551.336904,Liters
2020-12-02,Beer,1239.870916,Liters
2020-12-03,Beer,1368.413333,Liters
2020-12-04,Beer,1306.417254,Liters
2020-12-05,Beer,2202.854817,Liters
2020-12-06,Beer,2312.359386,Liters
2020-12-07,Beer,1674.356265,Liters
2020-12-08,Beer,2124.214058,Liters
2020-12-09,Beer,1576.614952,Liters
2020-12-10,Beer,1035.510004,Liters
2020-12-11,Beer,1467.644653,Liters
2020-12-12,Beer,1245.216965,Liters
2020-12-13,Beer,1274.288801,Liters
2020-12-14,Beer,1258.569656,Liters
2020-12-15,Beer,1910.982515,Liters
2020-12-16,Beer,1717.435055,Liters
2020-12-17,Beer,2036.582524,Liters
2020-12-18,Beer,1781.071375,Liters
2020-12-19,Beer,1439.539926,Liters
2020-12-20,Beer,2225.493565,Liters
2020-12-21,Beer,2198.048859,Liters
2020-12-22,Beer,1105.826845,Liters
2020-12-23,Beer,2038.186716,Liters
2020-12-24,Beer,1558.718938,Liters
2020-12-25,Beer,1650.317216,Liters
2020-12-26,Beer,1173.868601,Liters
2020-12-27,Beer,1455.383494,Liters
2020-12-28,Beer,2192.843262,Liters
2020-12-29,Beer,2212.521794,Liters
2020-12-30,Beer,1376.367481,Liters
2020-12-31,Beer,2031.894268,Liters
2015-01-01,Eggs,912,Unit
2015-01-02,Eggs,1062,Unit
2015-01-03,Eggs,952,Unit
2015-01-04,Eggs,1363,Unit
2015-01-05,Eggs,971,Unit
2015-01-06,Eggs,753,Unit
2015-01-07,Eggs,1181,Unit
2015-01-08,Eggs,1144,Unit
2015-01-09,Eggs,958,Unit
2015-01-10,Eggs,756,Unit
2015-01-11,Eggs,1445,Unit
2015-01-12,Eggs,1315,Unit
2015-01-13,Eggs,1464,Unit
2015-01-14,Eggs,1160,Unit
2015-01-15,Eggs,1177,Unit
2015-01-16,Eggs,710,Unit
2015-01-17,Eggs,801,Unit
2015-01-18,Eggs,1468,Unit
2015-01-19,Eggs,785,Unit
2015-01-20,Eggs,1293,Unit
2015-01-21,Eggs,1224,Unit
2015-01-22,Eggs,1077,Unit
2015-01-23,Eggs,1360,Unit
2015-01-24,Eggs,1414,Unit
2015-01-25,Eggs,1438,Unit
2015-01-26,Eggs,690,Unit
2015-01-27,Eggs,797,Unit
2015-01-28,Eggs,1390,Unit
2015-01-29,Eggs,1023,Unit
2015-01-30,Eggs,668,Unit
2015-01-31,Eggs,1431,Unit
2015-02-01,Eggs,1403,Unit
2015-02-02,Eggs,1469,Unit
2015-02-03,Eggs,932,Unit
2015-02-04,Eggs,1328,Unit
2015-02-05,Eggs,819,Unit
2015-02-06,Eggs,1246,Unit
2015-02-07,Eggs,1001,Unit
2015-02-08,Eggs,1482,Unit
2015-02-09,Eggs,782,Unit
2015-02-10,Eggs,603,Unit
2015-02-11,Eggs,1126,Unit
2015-02-12,Eggs,1068,Unit
2015-02-13,Eggs,1434,Unit
2015-02-14,Eggs,968,Unit
2015-02-15,Eggs,725,Unit
2015-02-16,Eggs,1015,Unit
2015-02-17,Eggs,759,Unit
2015-02-18,Eggs,1443,Unit
2015-02-19,Eggs,1349,Unit
2015-02-20,Eggs,786,Unit
2015-02-21,Eggs,980,Unit
2015-02-22,Eggs,941,Unit
2015-02-23,Eggs,1264,Unit
2015-02-24,Eggs,1478,Unit
2015-02-25,Eggs,896,Unit
2015-02-26,Eggs,854,Unit
2015-02-27,Eggs,1165,Unit
2015-02-28,Eggs,1168,Unit
2015-03-01,Eggs,758,Unit
2015-03-02,Eggs,872,Unit
2015-03-03,Eggs,1212,Unit
2015-03-04,Eggs,1316,Unit
2015-03-05,Eggs,1351,Unit
2015-03-06,Eggs,1324,Unit
2015-03-07,Eggs,831,Unit
2015-03-08,Eggs,822,Unit
2015-03-09,Eggs,1308,Unit
2015-03-10,Eggs,1015,Unit
2015-03-11,Eggs,881,Unit
2015-03-12,Eggs,1284,Unit
2015-03-13,Eggs,885,Unit
2015-03-14,Eggs,838,Unit
2015-03-15,Eggs,1285,Unit
2015-03-16,Eggs,1177,Unit
2015-03-17,Eggs,1057,Unit
2015-03-18,Eggs,1076,Unit
2015-03-19,Eggs,1211,Unit
2015-03-20,Eggs,1150,Unit
2015-03-21,Eggs,871,Unit
2015-03-22,Eggs,1425,Unit
2015-03-23,Eggs,1177,Unit
2015-03-24,Eggs,880,Unit
2015-03-25,Eggs,1289,Unit
2015-03-26,Eggs,1031,Unit
2015-03-27,Eggs,1213,Unit
2015-03-28,Eggs,907,Unit
2015-03-29,Eggs,794,Unit
2015-03-30,Eggs,981,Unit
2015-03-31,Eggs,1410,Unit
2015-04-01,Eggs,700,Unit
2015-04-02,Eggs,1403,Unit
2015-04-03,Eggs,673,Unit
2015-04-04,Eggs,1256,Unit
2015-04-05,Eggs,635,Unit
2015-04-06,Eggs,779,Unit
2015-04-07,Eggs,1472,Unit
2015-04-08,Eggs,1079,Unit
2015-04-09,Eggs,1392,Unit
2015-04-10,Eggs,1450,Unit
2015-04-11,Eggs,1307,Unit
2015-04-12,Eggs,909,Unit
2015-04-13,Eggs,672,Unit
2015-04-14,Eggs,1342,Unit
2015-04-15,Eggs,1330,Unit
2015-04-16,Eggs,1132,Unit
2015-04-17,Eggs,999,Unit
2015-04-18,Eggs,1410,Unit
2015-04-19,Eggs,863,Unit
2015-04-20,Eggs,892,Unit
2015-04-21,Eggs,1471,Unit
2015-04-22,Eggs,1133,Unit
2015-04-23,Eggs,1209,Unit
2015-04-24,Eggs,1497,Unit
2015-04-25,Eggs,1336,Unit
2015-04-26,Eggs,1079,Unit
2015-04-27,Eggs,947,Unit
2015-04-28,Eggs,689,Unit
2015-04-29,Eggs,1136,Unit
2015-04-30,Eggs,908,Unit
2015-05-01,Eggs,1467,Unit
2015-05-02,Eggs,1483,Unit
2015-05-03,Eggs,608,Unit
2015-05-04,Eggs,1320,Unit
2015-05-05,Eggs,1136,Unit
2015-05-06,Eggs,1335,Unit
2015-05-07,Eggs,1207,Unit
2015-05-08,Eggs,759,Unit
2015-05-09,Eggs,1149,Unit
2015-05-10,Eggs,1300,Unit
2015-05-11,Eggs,717,Unit
2015-05-12,Eggs,866,Unit
2015-05-13,Eggs,1488,Unit
2015-05-14,Eggs,859,Unit
2015-05-15,Eggs,1011,Unit
2015-05-16,Eggs,1078,Unit
2015-05-17,Eggs,1345,Unit
2015-05-18,Eggs,1447,Unit
2015-05-19,Eggs,1305,Unit
